2011_IV,2011_NRM_Score,2016_NRMVOTES,2016_Opp_Votes,2021_NRM_Score
3203.0,0.5935321360215,56425.0,60413.0,0.7142132213867233
2585.0,0.7166006032956896,32917.0,53689.0,0.5550474173205603
2507.0,0.5928578689332156,64882.0,23633.0,0.5582286428095248
2526.0,0.6487207318964181,26346.0,13512.0,0.7566618556256867
3935.0,0.7001049943614139,60765.0,38436.0,0.4616929410583392
2828.0,0.6754280756373287,51658.0,41798.0,0.4649703403059632
1849.0,0.7166006032956896,32722.0,18821.0,0.7249759982932119
1001.0,0.9200622672865348,45757.0,8421.0,0.6518487517286556
1669.0,0.8135649801155331,51749.0,21895.0,0.567147711172687
4605.0,0.9006538250724297,43742.0,16800.0,0.940206481215945
3592.0,0.7521533653479686,56274.0,44067.0,0.3500482912695238
3372.0,0.9074272182465908,43742.0,19011.0,0.8577540520676182
3466.0,0.7695140251644926,71846.0,44105.0,0.4329958257882969
2953.0,0.4611647537499241,17336.0,27274.0,0.6360502838605029
1976.0,0.5270567733651289,40596.0,42209.0,0.5284463494156867
2507.0,0.4926444939648238,43742.0,23633.0,0.2181745325022261
2562.0,0.5894528137565549,44837.0,20732.0,0.7123822909346451
1904.0,0.4356394462160074,34837.0,28092.0,0.5663579306562672
2687.0,0.7708147788303241,53673.0,38949.0,0.8416986614696993
1617.0,0.9329737377310108,31915.0,1694.0,0.9436281859070464
1171.0,0.559685303560582,24789.0,19968.0,0.7531593728059911
3190.0,0.5639042420301511,44373.0,35050.0,0.6131668317532192
889.0,0.9050586843781276,22169.0,5065.0,0.8736842105263158
2417.0,0.7220916774804476,38812.0,29894.0,0.5474792468110954
2704.0,0.8954919703268933,74616.0,16456.0,0.8733874874660598
3221.0,0.8557707279894444,43742.0,35964.0,0.9396622160223196
2507.0,0.8657343109072705,34703.0,3872.0,0.8763094278807413
1273.0,0.9025734193136218,54733.0,12130.0,0.5665183207239282
1829.0,0.9400463975827024,43742.0,11489.0,0.9875837345614402
2309.0,0.5369511184755592,30647.0,15872.0,0.7182816348682837
3126.0,0.7693728690107988,64819.0,39120.0,0.6716943494544863
3584.0,0.6651673579064198,64035.0,38758.0,0.3388742374597085
1351.0,0.844004793807344,47432.0,14811.0,0.5351194582494474
552.0,0.9091319817021516,17109.0,4265.0,0.7738680685094116
1273.0,0.3675360690841436,10673.0,23190.0,0.5352104631903593
2420.0,0.7519020301883722,36297.0,23633.0,0.5252013263855992
1577.0,0.8113045178955604,18983.0,8631.0,0.7253473526098385
1972.0,0.5899345294617422,26707.0,25689.0,0.6319425350563651
1909.0,0.8279400586382887,47498.0,20221.0,0.5610518170270546
2809.0,0.6032674291625956,48020.0,46787.0,0.6391348511742918
2613.0,0.6625092484938168,30631.0,19988.0,0.697097669026622
1463.0,0.7903593248420835,27000.0,17386.0,0.6477668181314419
2945.0,0.6742005692281935,33504.0,23655.0,0.6417304015296367
1179.0,0.848051288065361,24815.0,6469.0,0.7426791856465558
230.0,0.6571259376233715,25262.0,688.0,0.975774665940334
4577.0,0.6794472251078163,67705.0,55144.0,0.3251735186318861
1937.0,0.8957927184870449,62890.0,12794.0,0.5927923692642674
1522.0,0.9087541766109786,65914.0,10496.0,0.847906879760576
2109.0,0.5020613990255205,14180.0,18855.0,0.5709642150054668
962.0,0.7046587005950365,18507.0,10282.0,0.7938150757528524
3178.0,0.7170365739293529,46404.0,15432.0,0.7608252929589691
2641.0,0.4857418460239947,31592.0,33118.0,0.6527278268820481
1294.0,0.8076684036907779,29796.0,14103.0,0.7638423394288626
443.0,0.6925824950643978,12948.0,9596.0,0.3235978534454101
2057.0,0.7776374305939318,35440.0,12298.0,0.4542899408284023
2095.0,0.7885461428279108,43742.0,14570.0,0.6920281295996802
1929.0,0.8730201342281879,47897.0,12606.0,0.609875145357733
1907.0,0.8141864396168534,42511.0,17411.0,0.4516436085536573
2046.0,0.7834086576563069,32292.0,22856.0,0.472357555025742
796.0,0.8532228837690914,16661.0,4741.0,0.8020060344124602
3812.0,0.4079629817959931,40628.0,38463.0,0.5121818375046495
2271.0,0.5941721291897774,23695.0,20866.0,0.2942609520524318
885.0,0.6238220185520529,17019.0,15215.0,0.256347883127887
1871.0,0.6264105642256903,28727.0,24025.0,0.2956670879220076
1533.0,0.7765782391387928,56894.0,24296.0,0.8119211233940843
862.0,0.7950205563787383,39433.0,17990.0,0.5751949498700334
1970.0,0.6198242084083448,37441.0,30641.0,0.7002299262444385
1541.0,0.8452417414132575,20915.0,8448.0,0.8403806143678865
2924.0,0.7243956936827138,51196.0,31281.0,0.4262684680044019
1982.0,0.7458898344711493,47641.0,23248.0,0.8312527425968799
2177.0,0.9322300250454256,29148.0,1960.0,0.9405668297484296
1967.0,0.4819666247981338,19444.0,23570.0,0.5712234215036828
1358.0,0.9109979947555144,38229.0,6701.0,0.8698838698838699
855.0,0.7166006032956896,9922.0,13907.0,0.5533015115354017
3553.0,0.5956609259673451,35501.0,23757.0,0.745704413627054
1418.0,0.8389966048430091,34845.0,11013.0,0.8258110160850657
2507.0,0.7166006032956896,43742.0,23633.0,0.817850369197341
2507.0,0.7166006032956896,43742.0,23633.0,0.8493844367015099
2507.0,0.7166006032956896,43742.0,23633.0,0.6068224706053128
2507.0,0.7166006032956896,43742.0,23633.0,0.8716549820519134
2507.0,0.7166006032956896,43742.0,23633.0,0.7898572622073697
2507.0,0.7166006032956896,43742.0,23633.0,0.656896407336069
2507.0,0.7166006032956896,43742.0,23633.0,0.3378114442567567
2507.0,0.7166006032956896,43742.0,23633.0,0.7331899356517967
2507.0,0.7166006032956896,43742.0,23633.0,0.671676804583861
2507.0,0.7166006032956896,43742.0,23633.0,0.8178320946299592
2507.0,0.7166006032956896,43742.0,23633.0,0.3868933978599653
2507.0,0.7166006032956896,43742.0,23633.0,0.6800512104283054
2507.0,0.7166006032956896,43742.0,23633.0,0.4469618826012905
2507.0,0.7166006032956896,43742.0,23633.0,0.7752192982456141
2507.0,0.7166006032956896,43742.0,23633.0,0.6837651837087736
2507.0,0.7166006032956896,43742.0,23633.0,0.9782250686184812
2507.0,0.7166006032956896,43742.0,23633.0,0.7135260787447334
2507.0,0.7166006032956896,43742.0,23633.0,0.9054884509429963
2507.0,0.7166006032956896,43742.0,23633.0,0.9804034736856234
2507.0,0.7166006032956896,43742.0,23633.0,0.866016713091922
2507.0,0.7166006032956896,43742.0,23633.0,0.6951515478373422
2507.0,0.7166006032956896,43742.0,23633.0,0.639719976664722
2507.0,0.7166006032956896,43742.0,23633.0,0.8679950787639013
2507.0,0.7166006032956896,43742.0,23633.0,0.5396123999290809
2507.0,0.7166006032956896,43742.0,23633.0,0.4429984225215386
2507.0,0.7166006032956896,43742.0,23633.0,0.3104473241086463
2507.0,0.7166006032956896,43742.0,23633.0,0.708434198943662
2507.0,0.7166006032956896,43742.0,23633.0,0.6826537871129582
2507.0,0.7166006032956896,43742.0,23633.0,0.2164972273567467
2507.0,0.7166006032956896,43742.0,23633.0,0.3942867757300747
2507.0,0.7166006032956896,43742.0,23633.0,0.5111248966087676
2507.0,0.7166006032956896,43742.0,23633.0,0.5797487263952197
2507.0,0.7166006032956896,43742.0,23633.0,0.5706897049900315
2507.0,0.7166006032956896,43742.0,23633.0,0.396082304526749
